productId,machineId,temp,weather_condition_id,isholiday,daysoff,year,month,day,week_day,avail0,avail1,avail2,stdv,sales
0.0,0.5,0.31047516198704095,0.7956349206349206,1,0.11627906976744186,0,0.8181818181818182,0.9333333333333333,0.0,0.67,1.0,1.0,10,20
0.7419354838709677,0.5,0.31047516198704095,0.7956349206349206,1,0.11627906976744186,0,0.8181818181818182,0.9333333333333333,0.0,0.67,0.67,0.67,26,49
0.7741935483870968,0.5,0.31047516198704095,0.7956349206349206,1,0.11627906976744186,0,0.8181818181818182,0.9333333333333333,0.0,0.17,0.5,1.0,12,23
0.25806451612903225,0.5,0.31047516198704095,0.7956349206349206,1,0.11627906976744186,0,0.8181818181818182,0.9333333333333333,0.0,0.67,0.67,0.5,47,85
0.29032258064516125,0.5,0.31047516198704095,0.7956349206349206,1,0.11627906976744186,0,0.8181818181818182,0.9333333333333333,0.0,0.33,0.5,0.67,19,36
0.4193548387096774,0.5,0.31047516198704095,0.7956349206349206,1,0.11627906976744186,0,0.8181818181818182,0.9333333333333333,0.0,1.0,1.0,1.0,29,56
0.5483870967741935,0.5,0.31047516198704095,0.7956349206349206,1,0.11627906976744186,0,0.8181818181818182,0.9333333333333333,0.0,0.17,0.17,0.5,0,3
0.6129032258064516,0.5,0.31047516198704095,0.7956349206349206,1,0.11627906976744186,0,0.8181818181818182,0.9333333333333333,0.0,0.33,0.5,0.67,21,39
0.0,1.0,0.31047516198704095,0.7956349206349206,1,0.11627906976744186,0,0.8181818181818182,0.9333333333333333,0.0,0.67,1.0,1.0,21,40
0.7419354838709677,1.0,0.31047516198704095,0.7956349206349206,1,0.11627906976744186,0,0.8181818181818182,0.9333333333333333,0.0,1.0,1.0,0.5,46,82
0.12903225806451613,1.0,0.31047516198704095,0.7956349206349206,1,0.11627906976744186,0,0.8181818181818182,0.9333333333333333,0.0,0.17,0.5,1.0,7,17
0.16129032258064516,1.0,0.31047516198704095,0.7956349206349206,1,0.11627906976744186,0,0.8181818181818182,0.9333333333333333,0.0,0.17,1.0,1.0,9,21
0.3870967741935484,1.0,0.31047516198704095,0.7956349206349206,1,0.11627906976744186,0,0.8181818181818182,0.9333333333333333,0.0,0.17,1.0,1.0,1,5
0.5483870967741935,1.0,0.31047516198704095,0.7956349206349206,1,0.11627906976744186,0,0.8181818181818182,0.9333333333333333,0.0,0.17,1.0,0.17,7,15
0.8709677419354839,1.0,0.31047516198704095,0.7956349206349206,1,0.11627906976744186,0,0.8181818181818182,0.9333333333333333,0.0,0.17,0.8300000000000001,1.0,2,6
0.0,0.5,0.2653887688984895,0.992063492063492,1,0.09302325581395349,0,0.8181818181818182,0.9666666666666667,0.16666666666666666,1.0,1.0,0.67,2,6
0.03225806451612903,0.5,0.2653887688984895,0.992063492063492,1,0.09302325581395349,0,0.8181818181818182,0.9666666666666667,0.16666666666666666,1.0,1.0,1.0,2,7
0.25806451612903225,0.5,0.2653887688984895,0.992063492063492,1,0.09302325581395349,0,0.8181818181818182,0.9666666666666667,0.16666666666666666,0.67,0.5,1.0,0,3
0.4838709677419355,0.5,0.2653887688984895,0.992063492063492,1,0.09302325581395349,0,0.8181818181818182,0.9666666666666667,0.16666666666666666,1.0,1.0,1.0,2,10
0.03225806451612903,1.0,0.2653887688984895,0.992063492063492,1,0.09302325581395349,0,0.8181818181818182,0.9666666666666667,0.16666666666666666,1.0,1.0,1.0,4,24
0.25806451612903225,1.0,0.2653887688984895,0.992063492063492,1,0.09302325581395349,0,0.8181818181818182,0.9666666666666667,0.16666666666666666,1.0,1.0,0.67,1,5
0.29032258064516125,1.0,0.2653887688984895,0.992063492063492,1,0.09302325581395349,0,0.8181818181818182,0.9666666666666667,0.16666666666666666,0.8300000000000001,1.0,1.0,1,5
0.4193548387096774,1.0,0.2653887688984895,0.992063492063492,1,0.09302325581395349,0,0.8181818181818182,0.9666666666666667,0.16666666666666666,1.0,0.8300000000000001,1.0,3,9
0.4838709677419355,1.0,0.2653887688984895,0.992063492063492,1,0.09302325581395349,0,0.8181818181818182,0.9666666666666667,0.16666666666666666,1.0,0.67,0.5,3,13
0.6129032258064516,1.0,0.2653887688984895,0.992063492063492,1,0.09302325581395349,0,0.8181818181818182,0.9666666666666667,0.16666666666666666,1.0,1.0,1.0,0,3
0.7096774193548387,1.0,0.2653887688984895,0.992063492063492,1,0.09302325581395349,0,0.8181818181818182,0.9666666666666667,0.16666666666666666,1.0,1.0,0.8300000000000001,2,7
0.0,0.5,0.189254859611232,0.992063492063492,1,0.06976744186046512,0,0.8181818181818182,0.9999999999999999,0.3333333333333333,1.0,0.67,1.0,2,6
0.7419354838709677,0.5,0.189254859611232,0.992063492063492,1,0.06976744186046512,0,0.8181818181818182,0.9999999999999999,0.3333333333333333,0.67,0.67,0.67,1,5
0.03225806451612903,0.5,0.189254859611232,0.992063492063492,1,0.06976744186046512,0,0.8181818181818182,0.9999999999999999,0.3333333333333333,1.0,1.0,1.0,1,5
0.3548387096774194,0.5,0.189254859611232,0.992063492063492,1,0.06976744186046512,0,0.8181818181818182,0.9999999999999999,0.3333333333333333,0.5,1.0,0.67,1,5
0.7096774193548387,0.5,0.189254859611232,0.992063492063492,1,0.06976744186046512,0,0.8181818181818182,0.9999999999999999,0.3333333333333333,0.5,0.5,1.0,0,3
0.0,1.0,0.189254859611232,0.992063492063492,1,0.06976744186046512,0,0.8181818181818182,0.9999999999999999,0.3333333333333333,1.0,1.0,1.0,1,4
